"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
44.1010391478358,35.8122650450911,24.9816525021668,27.6392061249847,38.9839465103734,31.5073817809811,24.2721470850936,29.157710695701,53.6884704851689,9.87699869494109,13.6367428143996,36.9114143523589,21.1376347564257,32.649600940064,34.3048352516458,24.4296320994759
44.0961479606279,35.7375770382562,24.938889919554,27.5799035645602,38.9536944322037,31.4626839635781,24.2201086979308,29.2099335815738,53.6949191621363,9.86143584975883,13.5970175548556,36.8183079944236,21.0823810527658,32.6268523893948,34.2694980040943,24.4211338664656
44.0908944963186,35.6640176350093,24.8961277137602,27.5212778758119,38.9234885786062,31.417693160505,24.1682931569917,29.2625763911186,53.7014156152334,9.84620721135938,13.5583053247351,36.7242427511229,21.0272352381342,32.6043583818543,34.2337880802561,24.4121286752134
44.0852913813741,35.5915779956244,24.8533687386314,27.4633524478355,38.8933302509346,31.3724165350154,24.1167088066038,29.3155465313699,53.7079779131782,9.83131465698177,13.5205702272785,36.6292363861785,20.9721982508765,32.582130966217,34.1976937360815,24.4025922571219
44.0793512422604,35.5199679053258,24.8106158480131,27.406150669727,38.8632207505422,31.326861250363,24.0653639910948,29.3687514093618,53.714624124689,9.81676006386506,13.483670252912,36.5333066633124,20.9172710036445,32.5601821912575,34.161203227521,24.3925003435935
44.0730867054435,35.4496677226499,24.7678718957511,27.3496959305818,38.8331613787826,31.2810344698014,24.0142669077963,29.4220960925351,53.7213723184841,9.80254530924831,13.4481787080642,36.4364713462462,20.8624237880819,32.5385241057505,34.1243048105248,24.3818286660308
44.0665103973894,35.3811100001725,24.7251335754391,27.294011619496,38.803144183046,31.2349433565842,23.9633393783385,29.4756711559037,53.7282368195694,9.78867227037058,13.4145299490095,36.3387896663624,20.8076051450384,32.5171687584705,34.0869867410433,24.3705529558362
44.0596349445642,35.3142028292819,24.6823584791819,27.2390187922812,38.7731090007229,31.188595073965,23.9124401233825,29.5298534885317,53.7349826617387,9.77511105485592,13.382640420542,36.2403628191824,20.7529054776745,32.4961281981921,34.049237275027,24.3586489444123
44.0524729734339,35.2499585649675,24.6395424534051,27.1841997794844,38.7430911840425,31.1419967851974,23.8617402161574,29.58465302115,53.7415566290228,9.76169971844116,13.353313716127,36.1410092991118,20.6984476366557,32.4754144736899,34.0110601415769,24.3461960124711
44.0450371104645,35.1880785245086,24.59673843618,27.1297441521893,38.7131478255537,31.095138808903,23.8114403413419,29.6399382828299,53.7481851564632,9.74848989235754,13.326575680484,36.0405133592905,20.644314521295,32.4548726249011,33.9725699950822,24.3333580651633
44.0373414055839,35.1283393769417,24.5540025420035,27.0760355587166,38.6833413585306,31.0480612691104,23.7617416201492,29.695559126781,53.755076577451,9.73563943369652,13.3015660008682,35.9386592528584,20.5904669068228,32.43428881851,33.9337729501736,24.3200764340299
44.0293938679744,35.0715447434339,24.5113906314674,27.0234613936911,38.653735345171,31.0007454801141,23.7127555634284,29.7514486419711,53.7624392253768,9.72330619954955,13.2787536676674,35.8352435072261,20.5368899061693,32.4138089087183,33.8946433866041,24.3062860916063
44.0211515591417,35.017279016295,24.4689115899887,26.9724090517372,38.6243445903511,30.953157756125,23.6641283544493,29.8078958353675,53.7704471937463,9.71164804700809,13.2591033392727,35.7302926330784,20.4836503395325,32.3935885661104,33.8551529438686,24.2919220104277
44.0125764871259,34.9650366670134,24.4265381051587,26.9232240893645,38.5950828522631,30.9052633831867,23.6158333757474,29.8651302209962,53.778739174395,9.70082703780449,13.2417522231358,35.6238655370273,20.4308206047286,32.373783461271,33.8152732614619,24.2769191630295
44.0036306599669,34.9147513745062,24.3842438874366,26.8755352938416,38.5659585970854,30.857027647343,23.5680636224448,29.9231686693931,53.7868139198078,9.69077737247015,13.2269862762098,35.5159149510983,20.378423297953,32.3545492647848,33.774975978879,24.2612125219472
43.9942760857048,34.8670386710903,24.3420388601173,26.8285185627111,38.5369944463549,30.8084158346378,23.5210234207161,29.9816851232196,53.7946917802538,9.68124049255395,13.214819934484,35.406389736271,20.3264454208253,32.3360416472364,33.7342327356146,24.2446289431394
43.9844747723797,34.8212342015417,24.2999602721646,26.7824696138598,38.508199291808,30.7593932311148,23.4749410276246,30.0402173756385,53.80250775336,9.67214780949481,13.2045309999424,35.2952380431496,20.2749037626431,32.3184162792104,33.6929448502316,24.2267366613077
43.9741887280314,34.7769176783804,24.2580455778908,26.7377204318988,38.4796204974649,30.7098680436693,23.4295617922545,30.0988977571426,53.8103973829025,9.66363138905148,13.1968792545658,35.1823296092364,20.2238150387992,32.3015977767641,33.6509839066729,24.2075774322997
43.9633799607,34.7338537567928,24.2162743555597,26.6946267718495,38.4512408054172,30.6598048588125,23.3845236472144,30.1578789876032,53.8184323506503,9.6558232969827,13.1915621266625,35.0675839691197,20.1732054953182,32.2850204429401,33.6083296106188,24.1872448572611
43.9520104784257,34.6916526769583,24.1746524147456,26.6535413818345,38.4229998989053,30.6092510937421,23.3397876632315,30.2173650330005,53.8270705261436,9.64889259126127,13.1879828004447,34.9510550653076,20.1230921457347,32.2686904343362,33.5650098684441,24.1658325373379
43.940067072668,34.6506956091298,24.133153627822,26.6145947617935,38.3948450705417,30.5582060854258,23.2953755681589,30.2771972276255,53.8362709319804,9.64297035126401,13.1865181516654,34.8328282921435,20.0734728816773,32.2526885102057,33.521079942872,24.1434340736761
43.9275735233322,34.6101688197589,24.0917846904011,26.577133806048,38.3667248226003,30.5066863293311,23.251400454955,30.3368751356345,53.8457150408293,9.63790748692366,13.1869590983649,34.7129890897481,20.0243436529793,32.2370954298016,33.476596190966,24.1201430674216
43.9144694851022,34.5692704854914,24.0505581905995,26.5405926084666,38.3386557822615,30.4547012760862,23.2080000682283,30.3962569669701,53.855210886736,9.63348251996099,13.1890645293436,34.5915210907779,19.9756962348963,32.2219919523771,33.4316149697894,24.0959541874648
43.9007303619643,34.5285426485236,24.0094760898576,26.5051042241893,38.3106708823648,30.4022390008548,23.1652325628111,30.4554440315197,53.8647087190724,9.62946902729729,13.1927203499473,34.4681998611884,19.9275327488908,32.2074588371853,33.3861787607364,24.0702172306186
43.8863315579047,34.488281650832,23.9685043900311,26.4706930673544,38.2827667100511,30.3492875788005,23.1228317735075,30.5142672423739,53.8740168105332,9.62582389127084,13.1979124548121,34.3430312023313,19.8798689233669,32.1935768434792,33.3400794972188,24.0428369339468
43.8712484769097,34.447679951548,23.9276424863786,26.4374007462213,38.2548561310262,30.2958057718923,23.0806215527482,30.5728815432815,53.883581784065,9.6225471949956,13.2045618585972,34.2161558538167,19.8326837505615,32.1803181615325,33.293250521665,24.0139235846037
43.8554565229656,34.4060714022389,23.8868559423536,26.4052580669602,38.2268287655403,30.2417166963213,23.038545435271,30.6311552597131,53.893524183028,9.61985981297539,13.2124582827594,34.0877459922337,19.7859656935747,32.1676180586589,33.2457040710227,23.9835874697438
43.8389311000586,34.3638193162834,23.8461282805234,26.3742461352743,38.1985961612188,30.1869132654219,22.9965103656138,30.6887421237576,53.9037529142051,9.6172482276197,13.2215094313924,33.9579306992395,19.7396958258948,32.1554350530792,33.1973978035909,23.9519388765214
43.821647612175,34.3204785231135,23.8054879922953,26.3444474627364,38.1701219673518,30.1313845037096,22.9546662388093,30.7454713336268,53.9141101887636,9.61470445179479,13.2316450445022,33.8265052897466,19.6938691480256,32.143746538662,33.14833273781,23.919088092091
43.8035817442691,34.2765301327362,23.7649370326085,26.3157325505346,38.141429843279,30.0751401483196,22.9128610936717,30.8007956522311,53.9244502710853,9.61269512034217,13.2426636923697,33.693414689136,19.6484795278568,32.1325299092755,33.0985800193346,23.885083714557
43.7847963166262,34.2318990100361,23.7244169752955,26.2879260593081,38.1125862069761,30.0181898975717,22.8708937418182,30.854570733543,53.934488352439,9.61115572966144,13.2545542433965,33.5587368914779,19.6035007040156,32.1217625587883,33.0482111338698,23.8493837155852
43.7652770596059,34.1858271090743,23.6838916751641,26.2607881044172,38.0834741477854,29.9605897410105,22.8286848879284,30.9072601027147,53.9445588180535,9.60985900643624,13.2671949608446,33.4226671886215,19.5589210368255,32.1114218810687,32.9972163656575,23.8117404104055
43.744937285333,34.1381741904784,23.6433267076965,26.234120240449,38.0539652629834,29.9023910237425,22.7861116743965,30.9591120190883,53.9547757453447,9.6092702305966,13.280375990596,33.2854066361602,19.5147157768588,32.1014852699851,32.9454185053928,23.7722760519761
43.7237918092025,34.0896921330339,23.6026813672191,26.2079280682933,38.0239522629528,29.8436147598483,22.7432465929765,31.0102250829923,53.9651003616342,9.60880874547686,13.294141902586,33.1468907678726,19.4708826369282,32.0918338544673,32.892842723119,23.7311183676879
43.7018554466093,34.0403628599233,23.5619924841176,26.1819466274463,37.9933530249433,29.7842580222184,22.7000693086831,31.0603788867433,53.9756259913305,9.60756192850069,13.3082924863066,33.0070038975456,19.4273879553552,32.0824470815243,32.8395329562407,23.6883950849321
43.6791430129483,33.9898712023052,23.5212822781623,26.1561917693081,37.9622078872974,29.7241490334869,22.6563695817312,31.1092477869329,53.9859145164227,9.60530444468879,13.3227136385152,32.8658040232887,19.3842231801899,32.0733630235578,32.7855165881017,23.6442339310997
43.6556693236144,33.9376182253513,23.4804851949118,26.1304622946044,37.9305330956992,29.6631457107517,22.6120117593127,31.1560640566,53.9956172872133,9.60224906460257,13.3373553230957,32.7234050411945,19.3413551485127,32.0644927723284,32.7306877436795,23.5987145965135
43.6314491940025,33.8832290580596,23.4395403953273,26.1045149087791,37.8982781362843,29.6012543941919,22.5668529492623,31.2007762016331,54.0051364210952,9.59812080260313,13.3520814754875,32.580008223455,19.2987869916512,32.0557466805335,32.6750642521972,23.5514142852322
43.6064974395076,33.8277261094759,23.3983873826596,26.0781442314167,37.8652996128261,29.5384872856235,22.5209266627599,31.2436025604809,54.0146491974487,9.5935879831658,13.3667582610595,32.4356864423502,19.2564929235255,32.0470351008708,32.6187036734567,23.5019718256329
43.5808217832513,33.7713444047219,23.3570092412195,26.05140281428,37.8314894645825,29.4748565868624,22.4743431149796,31.2847824396734,54.0242171163932,9.5890899562195,13.3813093994706,32.2903216926222,19.2144496030778,32.0382683860376,32.5614706261485,23.4504982021746
43.5542981036775,33.7141870801403,23.3154037782278,26.0241486381204,37.796830228416,29.4103744997246,22.4269552605024,31.3242883611435,54.0341113183637,9.58459906417264,13.395644220984,32.1439486667477,19.1726376507116,32.0293568887316,32.5032981039646,23.3971460008955
43.5267791052154,33.6561772895081,23.2736139903215,25.9960116989757,37.7613574532601,29.3451615735911,22.3786838070191,31.3621634332623,54.0436456003227,9.57996139801933,13.4095672350963,31.9966307981593,19.1310357359611,32.0202277970088,32.4442382321178,23.3420678078339
43.4981957739208,33.5962558073855,23.2315763882,25.9669110102618,37.7250460034937,29.2793335730467,22.3294780578338,31.3978777204738,54.0524255740283,9.57497820333285,13.4231111365269,31.848498325815,19.0896416886704,32.0110906600395,32.3843519394351,23.2854162090279
43.4685950154929,33.5340765789874,23.1892326360145,25.9368338255252,37.6877909180397,29.2127946977083,22.2792654393989,31.4318093055254,54.0606730397523,9.56941728451662,13.4359270704574,31.6996794335512,19.048437188574,32.0018947835174,32.3237397376493,23.2273045502476
43.438023735631,33.4702788413046,23.1465505180347,25.9056757853813,37.6494899435186,29.1453069449996,22.2279840381133,31.464121012864,54.0683125326189,9.56221850042075,13.4480991400844,31.5501068381376,19.0073985797101,31.9925300743492,32.2623416511803,23.1674139193771
43.4065288400343,33.40531128628,23.1035025515178,25.8733567950273,37.6101311204314,29.0768042968208,22.175544921782,31.4947426014176,54.0752142462432,9.55286939323688,13.459718533858,31.3997903211498,18.9665082404332,31.9829442365114,32.2000605613261,23.1053494342781
43.3741572344023,33.3393778944414,23.0600745764361,25.8399358716105,37.5697343737998,29.0073135662986,22.1220067737606,31.5239333287127,54.0816255735848,9.54191907905012,13.4702722635122,31.2487905187895,18.9257462327957,31.9730849739805,32.1368711002182,23.0411683924156
