"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
16.6161059812701,39.9701905608141,15.9896339005601,14.6717193533865,21.7820033132807,19.3532020432021,26.7302725034858,23.2783164819984,28.924488517038,8.84969608840019,29.0449013404165,36.8942575131156,9.35205669489982,18.7616343110866,19.9756773112345,15.8544214382968
16.7278129702216,39.9416195845599,15.9840775066791,14.6853683348805,21.8253560355219,19.3909497802282,26.6531473321589,23.4286682852118,28.9883551634672,8.94652858436479,29.0067194620601,36.7944413762061,9.32012384085362,18.8029844491183,20.0653435370331,16.0172988957816
16.8395030467014,39.9148859399294,15.9786949100144,14.7001983968675,21.8690046133462,19.4294131971012,26.5774479330402,23.5795864598101,29.0530058627614,9.0437823271788,28.9697767015138,36.6943998200612,9.2884604360575,18.8447659409981,20.1549413110031,16.1798200055886
16.9511756852693,39.890011665306,15.9734819034503,14.7162831599163,21.9129421924261,19.4685860793709,26.5032371067592,23.7310512049522,29.1184584694815,9.14144285911627,28.9340307355195,36.5941391649715,9.25707526629466,18.8869578874698,20.2444643317521,16.3419826943679
17.0628303604848,39.8663068581541,15.9684342798708,14.7336962445954,21.9571619184342,19.508462212587,26.4305776539456,23.883042719797,29.1847308381886,9.23949572245129,28.8995309381923,36.4936657312281,9.22597711701826,18.9295393892771,20.333906297888,16.5037848887694
17.1744665469076,39.8451643616693,15.96354783216,14.7525112714734,22.0016569370433,19.549035382299,26.3595256412858,24.0355357198395,29.2518408234436,9.3379264594579,28.8665762154617,36.3929858391218,9.19513123673697,18.972489547164,20.4232609080185,16.6652245154431
17.2860837190973,39.827389833221,15.9588207888104,14.7728018611191,22.0464089985627,19.5902993740569,26.2894416921435,24.188461971442,29.3197935643529,9.43672061241016,28.8360335731047,36.2920955834052,9.1644196572175,19.0157874618742,20.5125218607512,16.8262995010392
17.3976813516137,39.8120843254579,15.9542182839551,14.7944491549486,22.0914045809001,19.6322479734102,26.2198976858518,24.3419663284329,29.388435300182,9.53587837834408,28.8078407316861,36.1909448863712,9.13396721596695,19.0594122341515,20.6016828546939,16.9870077722076
17.5092589190163,39.8013810538458,15.9497096741225,14.8167409649684,22.1366710455573,19.6748749659087,26.1518746494121,24.4962372658907,29.457697210518,9.63542636275571,28.7822173471714,36.0895464400847,9.10396435000936,19.1033429647398,20.6907362213298,17.1474764515078
17.6208158958647,39.7952052449025,15.9453961449894,14.8398497450018,22.1822612820766,19.717971444101,26.0864489221513,24.6512965535005,29.5277535594881,9.7354011024717,28.7593774877164,35.9879302035844,9.07456299353073,19.1476021249048,20.7796605435319,17.3078753009108
17.7323543105796,39.7916403323898,15.941355182524,14.8640971905777,22.2282508078222,19.7615302023506,26.0246455461881,24.8071518130497,29.5988076274572,9.83581198323231,28.7392355262767,35.8861261359088,9.04564496426033,19.1922487531282,20.8685765123768,17.4680320784232
17.8440581387238,39.7905570053204,15.9376627705942,14.8898003649464,22.2747140545458,19.8056982301161,25.9660374450279,24.9637711576169,29.6710626947902,9.93666839077782,28.7230696735297,35.7841614108375,9.01714614209471,19.2373174777279,20.9574994424293,17.6277624809847
17.955981315748,39.7939286835665,15.9343939529347,14.9172763313581,22.3217133657909,19.8505942363431,25.9092793002912,25.1210010936823,29.7446079293245,10.0379797108485,28.7089542481602,35.6820256257926,8.98921938583598,19.2828437598595,21.0464037498108,17.7868822055351
18.0680152986248,39.8008583247626,15.9314991814942,14.9469472117242,22.3692721111544,19.8963451182745,25.8545450957863,25.2789875663819,29.8193170814709,10.1398455772385,28.6970838469073,35.5796551911187,8.9620456256197,19.3288630606792,21.1352638506429,17.9452069490141
18.1800515443267,39.8096455683492,15.9289129952855,14.9795597110487,22.4173568730224,19.9430777731531,25.8026922662377,25.4378207473927,29.8957441404388,10.2423678115574,28.6885067894347,35.4770457964953,8.93560757395798,19.3754108413427,21.2240541610472,18.1025524083614
18.2919815098262,39.820909573954,15.9266269290305,15.0145176145309,22.4659102859259,19.9909190982215,25.7546634886144,25.5972597549624,29.973927333898,10.3457039128375,28.682958709356,35.3742008914737,8.90973175217932,19.422522563006,21.3127490971452,18.2589263935071
18.4036966520958,39.8334816122506,15.9247493972793,15.0518884456745,22.5148707895569,20.0399959907226,25.710854225147,25.7571559408664,30.0537776913272,10.4497563650002,28.6797595895079,35.2711236157871,8.88450390915782,19.4702336868251,21.4013368595868,18.4148464075174
18.5150884281082,39.8470573393903,15.9233449521803,15.0916978817902,22.5643069056092,20.0902323962033,25.670431589289,25.9173733863098,30.1352076947138,10.5542978949818,28.6792013383663,35.1678223042994,8.86011824271288,19.5186846804289,21.4897521729751,18.5701891072129
18.6260482948358,39.8608081700024,15.9223787675132,15.1339090455936,22.6142866403389,20.1416814720014,25.6327010108747,26.0777261933942,30.2177917155084,10.6591012297187,28.681252006664,35.0642837883486,8.83662753778842,19.5680431992695,21.5780465578622,18.7247303444983
